ID,DispositivoID,Fecha,Valor,Estado
2728,8370,2026-03-27,98.95,Activo
2729,6328,2026-03-27,66.35,Activo
2730,9880,2026-03-27,31.06,Activo
2731,8028,2026-03-27,59.73,Activo
2732,2900,2026-03-27,83.15,Activo
2733,1597,2026-03-27,83.64,Activo
2734,7617,2026-03-27,81.23,Activo
2735,8837,2026-03-27,39.33,Activo
2736,9081,2026-03-27,36.48,Activo
2737,3569,2026-03-27,71.15,Activo
2738,503,2026-03-27,41.3,Activo
2739,8053,2026-03-27,99.59,Activo
2740,3467,2026-03-27,78.36,Activo
2741,9484,2026-03-27,55.83,Activo
2742,6188,2026-03-27,23.22,Activo
2743,4988,2026-03-27,63.44,Activo
2744,5518,2026-03-27,54.75,Activo
2745,4331,2026-03-27,76.61,Activo
2746,8163,2026-03-27,27.49,Activo
2747,7246,2026-03-27,86.05,Activo
2748,6941,2026-03-27,79.22,Activo
2749,5164,2026-03-27,20.03,Activo
2750,3084,2026-03-27,65.31,Activo
2751,9501,2026-03-27,96.42,Activo
2752,8153,2026-03-27,30.41,Activo
2753,3249,2026-03-27,29.98,Activo
2754,9500,2026-03-27,85.32,Activo
2755,8556,2026-03-27,82.2,Activo
2756,3316,2026-03-27,81.59,Activo
2757,2226,2026-03-27,47.1,Activo
2758,5744,2026-03-27,68.44,Activo
2759,296,2026-03-27,24.74,Activo
2760,7605,2026-03-27,22.02,Activo
2761,468,2026-03-27,54.64,Activo
2762,4460,2026-03-27,55.71,Activo
2763,6007,2026-03-27,74.99,Activo
2764,4470,2026-03-27,26.26,Activo
2765,9189,2026-03-27,85.41,Activo
2766,4508,2026-03-27,26.94,Activo
2767,3288,2026-03-27,37.57,Activo
2768,4154,2026-03-27,25.87,Activo
2769,9879,2026-03-27,78.86,Activo
2770,6715,2026-03-27,43.29,Activo
2771,6721,2026-03-27,65.18,Activo
2772,7464,2026-03-27,35.5,Activo
2773,9201,2026-03-27,72.07,Activo
2774,6468,2026-03-27,88.1,Activo
2775,5452,2026-03-27,80.1,Activo
2776,7954,2026-03-27,74.7,Activo
2777,2609,2026-03-27,74.72,Activo
2778,5137,2026-03-27,58.58,Activo
2779,1322,2026-03-27,22.06,Activo
2780,8854,2026-03-27,87.56,Activo
2781,81,2026-03-27,92.1,Activo
2782,5636,2026-03-27,63.97,Activo
2783,7854,2026-03-27,60.78,Activo
2784,2967,2026-03-27,84.87,Activo
2785,3851,2026-03-27,78.88,Activo
2786,9916,2026-03-27,49.33,Activo
2787,7453,2026-03-27,78.4,Activo
2788,4080,2026-03-27,38.94,Activo
2789,6947,2026-03-27,44.53,Activo
2790,29,2026-03-27,23.67,Activo
2791,8456,2026-03-27,79.16,Activo
2792,595,2026-03-27,98.57,Activo
2793,2206,2026-03-27,67.73,Activo
2794,7059,2026-03-27,31.96,Activo
2795,9248,2026-03-27,53.41,Activo
2796,3412,2026-03-27,76.03,Activo
2797,8540,2026-03-27,62.05,Activo
2798,5064,2026-03-27,77.36,Activo
2799,4109,2026-03-27,69.42,Activo
2800,7119,2026-03-27,64.98,Activo
2801,169,2026-03-27,35.56,Activo
2802,6473,2026-03-27,58.28,Activo
2803,3413,2026-03-27,25.9,Activo
2804,9512,2026-03-27,69.3,Activo
2805,6800,2026-03-27,92.73,Activo
2806,137,2026-03-27,42.13,Activo
2807,1972,2026-03-27,64.59,Activo
2808,7898,2026-03-27,54.21,Activo
2809,1426,2026-03-27,90.84,Activo
2810,9699,2026-03-27,36.77,Activo
2811,7477,2026-03-27,47.91,Activo
2812,8114,2026-03-27,60.02,Activo
2813,9460,2026-03-27,89.23,Activo
2814,3271,2026-03-27,90.48,Activo
2815,6221,2026-03-27,47.93,Activo
2816,4319,2026-03-27,42.51,Activo
2817,3703,2026-03-27,32.51,Activo
2818,9538,2026-03-27,60.08,Activo
2819,6792,2026-03-27,80.42,Activo
2820,4923,2026-03-27,93.85,Activo
2821,9092,2026-03-27,29.48,Activo
2822,7570,2026-03-27,38.89,Activo
2823,1900,2026-03-27,27.77,Activo
2824,3463,2026-03-27,61.71,Activo
2825,1288,2026-03-27,89.22,Activo
2826,2102,2026-03-27,59.62,Activo
2827,7444,2026-03-27,74.85,Activo
2828,2971,2026-03-27,74.83,Activo
2829,2451,2026-03-27,84.0,Activo
2830,4878,2026-03-27,31.67,Activo
2831,5784,2026-03-27,45.82,Activo
2832,4426,2026-03-27,36.72,Activo
2833,7238,2026-03-27,70.69,Activo
2834,9245,2026-03-27,41.73,Activo
2835,7355,2026-03-27,40.05,Activo
2836,7758,2026-03-27,61.12,Activo
2837,9720,2026-03-27,81.72,Activo
2838,9871,2026-03-27,72.51,Activo
2839,4661,2026-03-27,99.38,Activo
2840,6415,2026-03-27,32.29,Activo
2841,6587,2026-03-27,66.39,Activo
2842,7509,2026-03-27,64.56,Activo
2843,4976,2026-03-27,83.93,Activo
2844,3703,2026-03-27,28.42,Activo
2845,6088,2026-03-27,36.19,Activo
2846,3269,2026-03-27,81.02,Activo
2847,5791,2026-03-27,58.72,Activo
2848,4846,2026-03-27,82.21,Activo
2849,589,2026-03-27,85.06,Activo
2850,2973,2026-03-27,41.96,Activo
2851,5657,2026-03-27,55.44,Activo
2852,6559,2026-03-27,76.94,Activo
2853,9309,2026-03-27,68.9,Activo
2854,3761,2026-03-27,77.25,Activo
2855,4191,2026-03-27,21.41,Activo
2856,9639,2026-03-27,76.89,Activo
2857,5611,2026-03-27,25.14,Activo
2858,2303,2026-03-27,94.5,Activo
2859,1349,2026-03-27,57.77,Activo
2860,8736,2026-03-27,35.78,Activo
2861,3344,2026-03-27,52.88,Activo
2862,9639,2026-03-27,68.26,Activo
2863,5166,2026-03-27,69.88,Activo
2864,1293,2026-03-27,56.63,Activo
2865,9076,2026-03-27,89.63,Activo
2866,7632,2026-03-27,64.69,Activo
2867,2300,2026-03-27,99.74,Activo
2868,6181,2026-03-27,50.08,Activo
2869,6385,2026-03-27,62.52,Activo
2870,5370,2026-03-27,93.08,Activo
2871,7321,2026-03-27,81.18,Activo
2872,4746,2026-03-27,62.87,Activo
2873,1076,2026-03-27,56.44,Activo
2874,593,2026-03-27,76.42,Activo
2875,1271,2026-03-27,65.47,Activo
2876,502,2026-03-27,82.5,Activo
2877,6535,2026-03-27,45.29,Activo
2878,2961,2026-03-27,29.29,Activo
2879,6934,2026-03-27,73.18,Activo
2880,731,2026-03-27,66.96,Activo
2881,8510,2026-03-27,96.48,Activo
2882,1321,2026-03-27,70.16,Activo
2883,9772,2026-03-27,61.94,Activo
2884,7497,2026-03-27,51.02,Activo
2885,2747,2026-03-27,77.01,Activo
2886,1801,2026-03-27,27.06,Activo
2887,8643,2026-03-27,69.55,Activo
2888,8226,2026-03-27,21.19,Activo
2889,3559,2026-03-27,56.68,Activo
2890,848,2026-03-27,61.16,Activo
2891,658,2026-03-27,49.81,Activo
2892,4918,2026-03-27,27.87,Activo
2893,6362,2026-03-27,88.49,Activo
2894,3781,2026-03-27,44.13,Activo
2895,4788,2026-03-27,43.2,Activo
2896,326,2026-03-27,71.86,Activo
2897,5540,2026-03-27,98.1,Activo
2898,8660,2026-03-27,41.63,Activo
2899,8740,2026-03-27,35.94,Activo
2900,7619,2026-03-27,69.87,Activo
2901,4735,2026-03-27,71.13,Activo
2902,2211,2026-03-27,89.23,Activo
2903,1918,2026-03-27,71.82,Activo
2904,4985,2026-03-27,31.45,Activo
2905,4200,2026-03-27,46.51,Activo
2906,9770,2026-03-27,88.22,Activo
2907,1018,2026-03-27,73.89,Activo
2908,3094,2026-03-27,23.84,Activo
2909,3868,2026-03-27,47.26,Activo
2910,7786,2026-03-27,48.49,Activo
2911,761,2026-03-27,85.7,Activo
2912,9767,2026-03-27,31.75,Activo
2913,600,2026-03-27,91.62,Activo
2914,4915,2026-03-27,33.61,Activo
2915,8424,2026-03-27,97.94,Activo
2916,8447,2026-03-27,58.83,Activo
2917,6889,2026-03-27,30.31,Activo
2918,7749,2026-03-27,91.39,Activo
2919,2142,2026-03-27,96.73,Activo
2920,7232,2026-03-27,61.82,Activo
2921,343,2026-03-27,66.91,Activo
2922,5967,2026-03-27,81.9,Activo
2923,8138,2026-03-27,65.93,Activo
2924,3068,2026-03-27,81.15,Activo
2925,2058,2026-03-27,94.14,Activo
2926,286,2026-03-27,20.64,Activo
2927,6607,2026-03-27,23.87,Activo
2928,6626,2026-03-27,59.79,Activo
2929,4138,2026-03-27,45.12,Activo
2930,1476,2026-03-27,95.98,Activo
2931,9515,2026-03-27,64.73,Activo
2932,3086,2026-03-27,26.9,Activo
2933,1765,2026-03-27,75.01,Activo
2934,2507,2026-03-27,66.88,Activo
2935,7533,2026-03-27,37.4,Activo
2936,8790,2026-03-27,92.38,Activo
2937,105,2026-03-27,62.32,Activo
2938,4404,2026-03-27,39.85,Activo
2939,6811,2026-03-27,63.22,Activo
2940,2988,2026-03-27,65.08,Activo
2941,8415,2026-03-27,37.1,Activo
2942,3721,2026-03-27,62.68,Activo
2943,2349,2026-03-27,37.42,Activo
2944,461,2026-03-27,34.11,Activo
2945,5343,2026-03-27,66.0,Activo
2946,3610,2026-03-27,88.67,Activo
2947,8769,2026-03-27,30.26,Activo
2948,2968,2026-03-27,32.73,Activo
2949,3852,2026-03-27,62.55,Activo
2950,435,2026-03-27,25.42,Activo
2951,1908,2026-03-27,84.8,Activo
2952,2170,2026-03-27,62.16,Activo
2953,1727,2026-03-27,89.68,Activo
2954,8035,2026-03-27,69.28,Activo
2955,3118,2026-03-27,81.93,Activo
2956,5654,2026-03-27,96.91,Activo
2957,1957,2026-03-27,29.08,Activo
2958,448,2026-03-27,68.78,Activo
2959,3597,2026-03-27,32.16,Activo
2960,9138,2026-03-27,67.7,Activo
2961,9390,2026-03-27,88.35,Activo
2962,9809,2026-03-27,30.1,Activo
2963,1826,2026-03-27,93.07,Activo
2964,9786,2026-03-27,30.28,Activo
2965,5065,2026-03-27,30.64,Activo
2966,3296,2026-03-27,22.53,Activo
2967,2239,2026-03-27,20.6,Activo
2968,3860,2026-03-27,77.17,Activo
2969,7002,2026-03-27,78.08,Activo
2970,5604,2026-03-27,94.19,Activo
2971,7201,2026-03-27,52.35,Activo
2972,814,2026-03-27,83.57,Activo
2973,2456,2026-03-27,67.93,Activo
2974,1431,2026-03-27,57.09,Activo
2975,9196,2026-03-27,40.54,Activo
2976,5363,2026-03-27,93.2,Activo
2977,6231,2026-03-27,99.58,Activo
2978,4017,2026-03-27,73.79,Activo
2979,2171,2026-03-27,22.23,Activo
2980,198,2026-03-27,23.5,Activo
2981,8021,2026-03-27,84.62,Activo
2982,2669,2026-03-27,49.16,Activo
2983,5272,2026-03-27,46.79,Activo
2984,1503,2026-03-27,42.46,Activo
2985,6767,2026-03-27,66.93,Activo
2986,5849,2026-03-27,69.48,Activo
2987,4682,2026-03-27,53.31,Activo
2988,9540,2026-03-27,39.27,Activo
2989,182,2026-03-27,47.83,Activo
2990,9374,2026-03-27,79.64,Activo
2991,1271,2026-03-27,83.82,Activo
2992,7382,2026-03-27,24.89,Activo
2993,2187,2026-03-27,62.9,Activo
2994,3641,2026-03-27,78.63,Activo
2995,9684,2026-03-27,73.26,Activo
2996,6110,2026-03-27,84.67,Activo
2997,5214,2026-03-27,91.63,Activo
2998,7380,2026-03-27,88.2,Activo
2999,9543,2026-03-27,86.02,Activo
3000,3563,2026-03-27,49.06,Activo
3001,6876,2026-03-27,73.81,Activo
3002,954,2026-03-27,80.22,Activo
3003,9114,2026-03-27,41.43,Activo
3004,6089,2026-03-27,90.19,Activo
3005,4884,2026-03-27,56.52,Activo
3006,5853,2026-03-27,62.84,Activo
3007,5257,2026-03-27,96.46,Activo
3008,9282,2026-03-27,62.95,Activo
3009,3634,2026-03-27,48.46,Activo
3010,1631,2026-03-27,49.3,Activo
3011,6726,2026-03-27,85.26,Activo
3012,9410,2026-03-27,39.99,Activo
3013,8842,2026-03-27,55.03,Activo
3014,8254,2026-03-27,27.17,Activo
3015,8477,2026-03-27,31.95,Activo
3016,3304,2026-03-27,30.78,Activo
3017,5519,2026-03-27,68.35,Activo
3018,623,2026-03-27,99.67,Activo
3019,1919,2026-03-27,73.91,Activo
3020,1456,2026-03-27,54.44,Activo
3021,3658,2026-03-27,94.91,Activo
3022,6597,2026-03-27,27.01,Activo
3023,7474,2026-03-27,58.9,Activo
3024,1041,2026-03-27,90.78,Activo
3025,8409,2026-03-27,72.5,Activo
3026,3095,2026-03-27,28.2,Activo
3027,177,2026-03-27,21.67,Activo
3028,1530,2026-03-27,49.06,Activo
3029,4807,2026-03-27,88.92,Activo
3030,3109,2026-03-27,90.99,Activo
3031,3821,2026-03-27,86.98,Activo
3032,9247,2026-03-27,80.47,Activo
3033,671,2026-03-27,61.81,Activo
3034,9177,2026-03-27,87.88,Activo
3035,442,2026-03-27,71.67,Activo
3036,5532,2026-03-27,83.77,Activo
3037,1588,2026-03-27,33.68,Activo
3038,5095,2026-03-27,74.57,Activo
3039,2179,2026-03-27,59.08,Activo
3040,6826,2026-03-27,69.91,Activo
3041,3816,2026-03-27,45.98,Activo
3042,2906,2026-03-27,53.2,Activo
3043,1791,2026-03-27,73.44,Activo
3044,3900,2026-03-27,86.47,Activo
3045,3968,2026-03-27,46.09,Activo
3046,8922,2026-03-27,31.95,Activo
3047,8635,2026-03-27,78.27,Activo
3048,6054,2026-03-27,69.13,Activo
3049,4324,2026-03-27,36.08,Activo
3050,9527,2026-03-27,38.7,Activo
3051,8723,2026-03-27,49.63,Activo
3052,8959,2026-03-27,73.15,Activo
3053,9638,2026-03-27,53.8,Activo
3054,9919,2026-03-27,29.61,Activo
3055,9448,2026-03-27,24.13,Activo
3056,3100,2026-03-27,57.91,Activo
3057,6383,2026-03-27,72.84,Activo
3058,6588,2026-03-27,43.44,Activo
3059,4450,2026-03-27,23.35,Activo
3060,9634,2026-03-27,46.88,Activo
3061,6001,2026-03-27,29.86,Activo
3062,3165,2026-03-27,45.51,Activo
3063,159,2026-03-27,34.21,Activo
3064,4885,2026-03-27,47.17,Activo
3065,9843,2026-03-27,75.32,Activo
3066,4804,2026-03-27,24.82,Activo
3067,9511,2026-03-27,70.36,Activo
3068,8169,2026-03-27,88.4,Activo
3069,5868,2026-03-27,76.29,Activo
3070,9052,2026-03-27,22.21,Activo
3071,6928,2026-03-27,48.72,Activo
3072,7258,2026-03-27,98.87,Activo
3073,7743,2026-03-27,50.63,Activo
3074,422,2026-03-27,82.63,Activo
3075,1554,2026-03-27,73.02,Activo
3076,5936,2026-03-27,58.17,Activo
3077,155,2026-03-27,68.28,Activo
3078,846,2026-03-27,72.88,Activo
3079,7635,2026-03-27,44.39,Activo
3080,1047,2026-03-27,54.76,Activo
3081,9853,2026-03-27,71.63,Activo
3082,6929,2026-03-27,21.04,Activo
3083,2850,2026-03-27,96.25,Activo
3084,1813,2026-03-27,35.26,Activo
3085,4122,2026-03-27,91.38,Activo
3086,8762,2026-03-27,96.79,Activo
3087,1084,2026-03-27,72.18,Activo
3088,5227,2026-03-27,93.21,Activo
3089,5987,2026-03-27,28.68,Activo
3090,7760,2026-03-27,45.56,Activo
3091,537,2026-03-27,69.47,Activo
3092,595,2026-03-27,53.57,Activo
3093,4646,2026-03-27,96.3,Activo
3094,6161,2026-03-27,67.57,Activo
3095,7918,2026-03-27,44.79,Activo
3096,3829,2026-03-27,50.1,Activo
3097,2764,2026-03-27,24.43,Activo
3098,6701,2026-03-27,34.12,Activo
3099,9558,2026-03-27,80.23,Activo
3100,7679,2026-03-27,46.52,Activo
3101,3971,2026-03-27,65.31,Activo
3102,4642,2026-03-27,48.14,Activo
3103,2876,2026-03-27,34.16,Activo
3104,6729,2026-03-27,58.78,Activo
3105,177,2026-03-27,37.17,Activo
3106,6957,2026-03-27,49.77,Activo
3107,5941,2026-03-27,97.76,Activo
3108,7866,2026-03-27,29.74,Activo
3109,2858,2026-03-27,86.47,Activo
3110,5103,2026-03-27,64.34,Activo
3111,504,2026-03-27,96.08,Activo
3112,2567,2026-03-27,34.26,Activo
3113,4626,2026-03-27,51.61,Activo
3114,3077,2026-03-27,74.18,Activo
3115,1830,2026-03-27,90.01,Activo
3116,4921,2026-03-27,84.54,Activo
3117,340,2026-03-27,36.27,Activo
3118,3169,2026-03-27,75.13,Activo
3119,5695,2026-03-27,67.44,Activo
3120,61,2026-03-27,24.14,Activo
3121,3102,2026-03-27,53.63,Activo
3122,2330,2026-03-27,48.66,Activo
3123,4068,2026-03-27,30.52,Activo
3124,6129,2026-03-27,95.37,Activo
3125,3042,2026-03-27,94.72,Activo
3126,1923,2026-03-27,39.61,Activo
3127,6213,2026-03-27,23.32,Activo
3128,468,2026-03-27,62.86,Activo
3129,4746,2026-03-27,51.72,Activo
3130,2490,2026-03-27,24.2,Activo
3131,6381,2026-03-27,28.75,Activo
3132,1845,2026-03-27,33.37,Activo
3133,5166,2026-03-27,69.52,Activo
3134,999,2026-03-27,20.54,Activo
3135,413,2026-03-27,75.92,Activo
3136,5275,2026-03-27,53.88,Activo
3137,6907,2026-03-27,54.22,Activo
3138,8879,2026-03-27,74.41,Activo
3139,921,2026-03-27,45.07,Activo
3140,7376,2026-03-27,61.87,Activo
3141,7965,2026-03-27,46.61,Activo
3142,4927,2026-03-27,54.63,Activo
3143,8845,2026-03-27,53.01,Activo
3144,1435,2026-03-27,97.18,Activo
3145,3291,2026-03-27,97.42,Activo
3146,2109,2026-03-27,66.98,Activo
3147,7170,2026-03-27,61.47,Activo
3148,2351,2026-03-27,26.32,Activo
3149,980,2026-03-27,86.69,Activo
3150,3822,2026-03-27,88.17,Activo
3151,1577,2026-03-27,49.0,Activo
3152,6081,2026-03-27,32.16,Activo
3153,3383,2026-03-27,54.13,Activo
3154,7327,2026-03-27,47.7,Activo
3155,6136,2026-03-27,25.42,Activo
3156,9771,2026-03-27,69.15,Activo
3157,2501,2026-03-27,38.39,Activo
3158,6473,2026-03-27,31.15,Activo
3159,5688,2026-03-27,31.43,Activo
3160,9629,2026-03-27,87.1,Activo
3161,8939,2026-03-27,43.88,Activo
3162,1498,2026-03-27,43.84,Activo
3163,4486,2026-03-27,98.17,Activo
3164,7995,2026-03-27,45.97,Activo
3165,3652,2026-03-27,47.74,Activo
3166,1372,2026-03-27,69.86,Activo
3167,1164,2026-03-27,80.71,Activo
3168,8668,2026-03-27,46.98,Activo
3169,4821,2026-03-27,69.46,Activo
3170,3255,2026-03-27,29.21,Activo
3171,1684,2026-03-27,72.8,Activo
3172,4955,2026-03-27,52.5,Activo
3173,9002,2026-03-27,53.25,Activo
3174,5291,2026-03-27,61.89,Activo
3175,7291,2026-03-27,30.05,Activo
3176,2754,2026-03-27,43.94,Activo
3177,7240,2026-03-27,30.35,Activo
3178,2049,2026-03-27,88.74,Activo
3179,6744,2026-03-27,58.16,Activo
3180,5934,2026-03-27,65.27,Activo
3181,3901,2026-03-27,27.45,Activo
3182,2261,2026-03-27,72.92,Activo
3183,4748,2026-03-27,45.61,Activo
3184,4716,2026-03-27,22.5,Activo
3185,2626,2026-03-27,83.14,Activo
3186,6622,2026-03-27,71.31,Activo
3187,2612,2026-03-27,95.39,Activo
3188,804,2026-03-27,52.04,Activo
3189,6686,2026-03-27,98.52,Activo
3190,776,2026-03-27,97.73,Activo
3191,6795,2026-03-27,47.66,Activo
3192,5240,2026-03-27,71.79,Activo
3193,7524,2026-03-27,29.66,Activo
3194,7892,2026-03-27,87.76,Activo
3195,9696,2026-03-27,20.0,Activo
3196,5151,2026-03-27,31.88,Activo
3197,3584,2026-03-27,76.59,Activo
3198,2437,2026-03-27,48.4,Activo
3199,5039,2026-03-27,41.91,Activo
3200,1371,2026-03-27,52.86,Activo
3201,6857,2026-03-27,76.77,Activo
3202,9525,2026-03-27,37.76,Activo
3203,5755,2026-03-27,27.89,Activo
3204,9251,2026-03-27,86.63,Activo
3205,8108,2026-03-27,54.2,Activo
3206,5277,2026-03-27,76.01,Activo
3207,1615,2026-03-27,21.37,Activo
3208,3407,2026-03-27,33.58,Activo
3209,5100,2026-03-27,28.49,Activo
3210,463,2026-03-27,82.25,Activo
3211,7005,2026-03-27,46.85,Activo
3212,4065,2026-03-27,53.83,Activo
3213,4786,2026-03-27,21.53,Activo
3214,3792,2026-03-27,80.36,Activo
3215,6778,2026-03-27,33.05,Activo
3216,1048,2026-03-27,48.16,Activo
3217,2281,2026-03-27,40.34,Activo
3218,6648,2026-03-27,53.7,Activo
3219,3168,2026-03-27,68.06,Activo
3220,8265,2026-03-27,47.11,Activo
3221,4115,2026-03-27,78.75,Activo
3222,4915,2026-03-27,92.33,Activo
3223,8647,2026-03-27,62.13,Activo
3224,4255,2026-03-27,44.15,Activo
3225,8888,2026-03-27,78.15,Activo
3226,6092,2026-03-27,81.76,Activo
3227,9203,2026-03-27,69.93,Activo
3228,1433,2026-03-27,36.42,Activo
3229,4603,2026-03-27,78.34,Activo
3230,1386,2026-03-27,22.41,Activo
3231,4951,2026-03-27,64.87,Activo
3232,6893,2026-03-27,41.51,Activo
3233,5294,2026-03-27,70.51,Activo
3234,615,2026-03-27,73.22,Activo
3235,4162,2026-03-27,51.43,Activo
3236,630,2026-03-27,38.75,Activo
3237,6490,2026-03-27,80.88,Activo
3238,272,2026-03-27,40.64,Activo
3239,9345,2026-03-27,51.33,Activo
3240,77,2026-03-27,44.75,Activo
3241,254,2026-03-27,77.89,Activo
3242,6107,2026-03-27,81.71,Activo
3243,7910,2026-03-27,64.51,Activo
3244,6661,2026-03-27,58.59,Activo
3245,5999,2026-03-27,66.08,Activo
3246,6256,2026-03-27,92.43,Activo
3247,339,2026-03-27,99.46,Activo
3248,6576,2026-03-27,92.63,Activo
3249,7320,2026-03-27,82.61,Activo
3250,9883,2026-03-27,83.02,Activo
3251,5659,2026-03-27,83.95,Activo
3252,51,2026-03-27,30.64,Activo
3253,1581,2026-03-27,80.04,Activo
3254,2277,2026-03-27,35.17,Activo
3255,5699,2026-03-27,39.76,Activo
3256,3983,2026-03-27,60.81,Activo
3257,5149,2026-03-27,41.63,Activo
3258,7697,2026-03-27,46.97,Activo
3259,2942,2026-03-27,47.85,Activo
3260,3898,2026-03-27,61.89,Activo
3261,4188,2026-03-27,83.24,Activo
3262,1446,2026-03-27,79.06,Activo
3263,1134,2026-03-27,42.16,Activo
3264,273,2026-03-27,59.38,Activo
3265,9263,2026-03-27,28.16,Activo
3266,7274,2026-03-27,96.52,Activo
3267,404,2026-03-27,67.42,Activo
3268,2202,2026-03-27,27.99,Activo
3269,9130,2026-03-27,58.07,Activo
3270,1707,2026-03-27,98.66,Activo
3271,1268,2026-03-27,43.19,Activo
3272,4138,2026-03-27,41.21,Activo
3273,2049,2026-03-27,87.67,Activo
3274,2785,2026-03-27,48.68,Activo
3275,1755,2026-03-27,42.51,Activo
3276,7222,2026-03-27,65.25,Activo
3277,5715,2026-03-27,99.07,Activo
3278,8458,2026-03-27,60.32,Activo
3279,4086,2026-03-27,29.87,Activo
3280,9834,2026-03-27,60.34,Activo
3281,7864,2026-03-27,32.25,Activo
3282,1928,2026-03-27,56.85,Activo
3283,8312,2026-03-27,25.02,Activo
3284,7469,2026-03-27,36.14,Activo
3285,4362,2026-03-27,69.22,Activo
3286,5161,2026-03-27,74.19,Activo
3287,9174,2026-03-27,29.85,Activo
3288,6682,2026-03-27,34.73,Activo
3289,1042,2026-03-27,94.15,Activo
3290,9262,2026-03-27,94.54,Activo
3291,7020,2026-03-27,63.25,Activo
3292,9475,2026-03-27,65.17,Activo
3293,8428,2026-03-27,41.43,Activo
3294,5543,2026-03-27,64.23,Activo
3295,4036,2026-03-27,77.56,Activo
3296,1853,2026-03-27,93.47,Activo
3297,5012,2026-03-27,91.12,Activo
3298,454,2026-03-27,94.83,Activo
3299,7011,2026-03-27,37.11,Activo
3300,8402,2026-03-27,45.76,Activo
3301,6964,2026-03-27,30.91,Activo
3302,7310,2026-03-27,78.76,Activo
3303,5491,2026-03-27,82.92,Activo
3304,4442,2026-03-27,71.63,Activo
3305,3671,2026-03-27,82.3,Activo
3306,2476,2026-03-27,42.85,Activo
3307,2939,2026-03-27,33.16,Activo
3308,4008,2026-03-27,96.66,Activo
3309,7687,2026-03-27,98.99,Activo
3310,614,2026-03-27,43.66,Activo
3311,9844,2026-03-27,70.69,Activo
3312,2025,2026-03-27,96.4,Activo
3313,7415,2026-03-27,51.83,Activo
3314,6732,2026-03-27,45.53,Activo
3315,2269,2026-03-27,48.76,Activo
3316,1990,2026-03-27,34.69,Activo
3317,8587,2026-03-27,85.85,Activo
3318,2018,2026-03-27,84.85,Activo
3319,405,2026-03-27,79.01,Activo
3320,167,2026-03-27,28.73,Activo
3321,3447,2026-03-27,66.21,Activo
3322,1718,2026-03-27,80.64,Activo
3323,3933,2026-03-27,43.49,Activo
3324,5690,2026-03-27,66.92,Activo
3325,6157,2026-03-27,29.99,Activo
3326,7849,2026-03-27,27.56,Activo
3327,1986,2026-03-27,31.51,Activo
3328,7661,2026-03-27,28.97,Activo
3329,4315,2026-03-27,23.63,Activo
3330,5207,2026-03-27,49.1,Activo
3331,7617,2026-03-27,53.56,Activo
3332,6419,2026-03-27,94.34,Activo
3333,6636,2026-03-27,63.19,Activo
3334,1412,2026-03-27,79.75,Activo
3335,2870,2026-03-27,88.19,Activo
3336,1367,2026-03-27,98.21,Activo
3337,8506,2026-03-27,53.87,Activo
3338,3823,2026-03-27,81.94,Activo
3339,5633,2026-03-27,60.38,Activo
3340,7399,2026-03-27,22.84,Activo
3341,637,2026-03-27,88.95,Activo
3342,9463,2026-03-27,88.71,Activo
3343,2868,2026-03-27,51.53,Activo
3344,8452,2026-03-27,95.07,Activo
3345,9476,2026-03-27,22.5,Activo
3346,8207,2026-03-27,51.03,Activo
3347,3420,2026-03-27,53.72,Activo
3348,778,2026-03-27,26.92,Activo
3349,1797,2026-03-27,95.2,Activo
3350,6595,2026-03-27,29.67,Activo
3351,2068,2026-03-27,40.09,Activo
3352,3906,2026-03-27,81.06,Activo
3353,1884,2026-03-27,41.38,Activo
3354,6119,2026-03-27,27.82,Activo
3355,9335,2026-03-27,50.98,Activo
3356,9054,2026-03-27,41.0,Activo
3357,3220,2026-03-27,60.42,Activo
3358,5059,2026-03-27,65.94,Activo
3359,9688,2026-03-27,39.0,Activo
3360,7314,2026-03-27,93.61,Activo
3361,3992,2026-03-27,95.0,Activo
3362,4182,2026-03-27,85.26,Activo
3363,1951,2026-03-27,70.4,Activo
3364,1316,2026-03-27,47.7,Activo
3365,8418,2026-03-27,79.19,Activo
3366,2690,2026-03-27,26.29,Activo
3367,4573,2026-03-27,27.08,Activo
3368,4492,2026-03-27,55.99,Activo
3369,9136,2026-03-27,79.08,Activo
3370,6832,2026-03-27,66.78,Activo
3371,3246,2026-03-27,76.43,Activo
3372,2594,2026-03-27,89.46,Activo
3373,7026,2026-03-27,20.77,Activo
3374,6411,2026-03-27,63.94,Activo
3375,8759,2026-03-27,58.87,Activo
3376,4461,2026-03-27,48.76,Activo
3377,5211,2026-03-27,74.01,Activo
3378,7407,2026-03-27,42.51,Activo
3379,1369,2026-03-27,57.44,Activo
3380,8317,2026-03-27,87.06,Activo
3381,7586,2026-03-27,71.19,Activo
3382,6665,2026-03-27,49.41,Activo
3383,103,2026-03-27,97.27,Activo
3384,9225,2026-03-27,99.27,Activo
3385,2141,2026-03-27,70.66,Activo
3386,893,2026-03-27,68.97,Activo
3387,550,2026-03-27,61.46,Activo
3388,14,2026-03-27,54.59,Activo
3389,4710,2026-03-27,33.65,Activo
3390,6776,2026-03-27,76.24,Activo
3391,8910,2026-03-27,96.69,Activo
3392,449,2026-03-27,55.13,Activo
3393,4136,2026-03-27,22.23,Activo
3394,1671,2026-03-27,83.03,Activo
3395,7109,2026-03-27,56.54,Activo
