ID,Nombre,Ubicacion
2257,Sensor_2257,Zona_45
2258,Sensor_2258,Zona_25
2259,Sensor_2259,Zona_40
2260,Sensor_2260,Zona_1
2261,Sensor_2261,Zona_27
2262,Sensor_2262,Zona_31
2263,Sensor_2263,Zona_24
2264,Sensor_2264,Zona_38
2265,Sensor_2265,Zona_8
2266,Sensor_2266,Zona_7
2267,Sensor_2267,Zona_2
2268,Sensor_2268,Zona_35
2269,Sensor_2269,Zona_19
2270,Sensor_2270,Zona_42
2271,Sensor_2271,Zona_36
2272,Sensor_2272,Zona_45
2273,Sensor_2273,Zona_33
2274,Sensor_2274,Zona_21
2275,Sensor_2275,Zona_45
2276,Sensor_2276,Zona_16
2277,Sensor_2277,Zona_43
2278,Sensor_2278,Zona_44
2279,Sensor_2279,Zona_47
2280,Sensor_2280,Zona_24
2281,Sensor_2281,Zona_19
2282,Sensor_2282,Zona_14
2283,Sensor_2283,Zona_14
2284,Sensor_2284,Zona_32
2285,Sensor_2285,Zona_42
2286,Sensor_2286,Zona_44
2287,Sensor_2287,Zona_20
2288,Sensor_2288,Zona_38
2289,Sensor_2289,Zona_13
2290,Sensor_2290,Zona_16
2291,Sensor_2291,Zona_36
2292,Sensor_2292,Zona_43
2293,Sensor_2293,Zona_3
2294,Sensor_2294,Zona_19
2295,Sensor_2295,Zona_9
2296,Sensor_2296,Zona_5
2297,Sensor_2297,Zona_11
2298,Sensor_2298,Zona_33
2299,Sensor_2299,Zona_50
2300,Sensor_2300,Zona_10
2301,Sensor_2301,Zona_38
2302,Sensor_2302,Zona_16
2303,Sensor_2303,Zona_34
2304,Sensor_2304,Zona_1
2305,Sensor_2305,Zona_8
2306,Sensor_2306,Zona_40
2307,Sensor_2307,Zona_18
2308,Sensor_2308,Zona_46
2309,Sensor_2309,Zona_50
2310,Sensor_2310,Zona_23
2311,Sensor_2311,Zona_8
2312,Sensor_2312,Zona_4
2313,Sensor_2313,Zona_5
2314,Sensor_2314,Zona_48
2315,Sensor_2315,Zona_35
2316,Sensor_2316,Zona_19
2317,Sensor_2317,Zona_42
2318,Sensor_2318,Zona_44
2319,Sensor_2319,Zona_24
2320,Sensor_2320,Zona_23
2321,Sensor_2321,Zona_28
2322,Sensor_2322,Zona_33
2323,Sensor_2323,Zona_34
2324,Sensor_2324,Zona_3
2325,Sensor_2325,Zona_6
2326,Sensor_2326,Zona_45
2327,Sensor_2327,Zona_47
2328,Sensor_2328,Zona_24
2329,Sensor_2329,Zona_30
2330,Sensor_2330,Zona_38
2331,Sensor_2331,Zona_22
2332,Sensor_2332,Zona_40
2333,Sensor_2333,Zona_31
2334,Sensor_2334,Zona_11
2335,Sensor_2335,Zona_11
2336,Sensor_2336,Zona_19
2337,Sensor_2337,Zona_15
2338,Sensor_2338,Zona_41
2339,Sensor_2339,Zona_37
2340,Sensor_2340,Zona_21
2341,Sensor_2341,Zona_1
2342,Sensor_2342,Zona_50
2343,Sensor_2343,Zona_24
2344,Sensor_2344,Zona_35
2345,Sensor_2345,Zona_43
2346,Sensor_2346,Zona_10
2347,Sensor_2347,Zona_23
2348,Sensor_2348,Zona_16
2349,Sensor_2349,Zona_47
2350,Sensor_2350,Zona_40
2351,Sensor_2351,Zona_16
2352,Sensor_2352,Zona_32
2353,Sensor_2353,Zona_29
2354,Sensor_2354,Zona_46
2355,Sensor_2355,Zona_29
2356,Sensor_2356,Zona_47
2357,Sensor_2357,Zona_16
2358,Sensor_2358,Zona_42
2359,Sensor_2359,Zona_14
2360,Sensor_2360,Zona_24
2361,Sensor_2361,Zona_48
2362,Sensor_2362,Zona_36
2363,Sensor_2363,Zona_19
2364,Sensor_2364,Zona_7
2365,Sensor_2365,Zona_14
2366,Sensor_2366,Zona_36
2367,Sensor_2367,Zona_31
2368,Sensor_2368,Zona_13
2369,Sensor_2369,Zona_10
2370,Sensor_2370,Zona_29
2371,Sensor_2371,Zona_35
2372,Sensor_2372,Zona_38
2373,Sensor_2373,Zona_12
2374,Sensor_2374,Zona_35
2375,Sensor_2375,Zona_23
2376,Sensor_2376,Zona_28
2377,Sensor_2377,Zona_26
2378,Sensor_2378,Zona_31
2379,Sensor_2379,Zona_14
2380,Sensor_2380,Zona_4
2381,Sensor_2381,Zona_24
2382,Sensor_2382,Zona_14
2383,Sensor_2383,Zona_20
2384,Sensor_2384,Zona_5
2385,Sensor_2385,Zona_9
2386,Sensor_2386,Zona_30
2387,Sensor_2387,Zona_8
2388,Sensor_2388,Zona_38
2389,Sensor_2389,Zona_35
2390,Sensor_2390,Zona_6
2391,Sensor_2391,Zona_10
2392,Sensor_2392,Zona_37
2393,Sensor_2393,Zona_42
2394,Sensor_2394,Zona_35
2395,Sensor_2395,Zona_23
2396,Sensor_2396,Zona_19
2397,Sensor_2397,Zona_36
2398,Sensor_2398,Zona_30
2399,Sensor_2399,Zona_3
2400,Sensor_2400,Zona_33
2401,Sensor_2401,Zona_21
2402,Sensor_2402,Zona_42
2403,Sensor_2403,Zona_22
2404,Sensor_2404,Zona_25
2405,Sensor_2405,Zona_23
2406,Sensor_2406,Zona_1
2407,Sensor_2407,Zona_48
2408,Sensor_2408,Zona_14
2409,Sensor_2409,Zona_18
2410,Sensor_2410,Zona_19
2411,Sensor_2411,Zona_48
2412,Sensor_2412,Zona_49
2413,Sensor_2413,Zona_15
2414,Sensor_2414,Zona_22
2415,Sensor_2415,Zona_43
2416,Sensor_2416,Zona_38
2417,Sensor_2417,Zona_9
2418,Sensor_2418,Zona_4
2419,Sensor_2419,Zona_29
2420,Sensor_2420,Zona_39
2421,Sensor_2421,Zona_38
2422,Sensor_2422,Zona_31
2423,Sensor_2423,Zona_39
2424,Sensor_2424,Zona_9
2425,Sensor_2425,Zona_30
2426,Sensor_2426,Zona_24
2427,Sensor_2427,Zona_38
2428,Sensor_2428,Zona_38
2429,Sensor_2429,Zona_34
2430,Sensor_2430,Zona_27
2431,Sensor_2431,Zona_17
2432,Sensor_2432,Zona_9
2433,Sensor_2433,Zona_12
2434,Sensor_2434,Zona_35
2435,Sensor_2435,Zona_36
2436,Sensor_2436,Zona_27
2437,Sensor_2437,Zona_6
2438,Sensor_2438,Zona_20
2439,Sensor_2439,Zona_42
2440,Sensor_2440,Zona_17
2441,Sensor_2441,Zona_32
2442,Sensor_2442,Zona_33
2443,Sensor_2443,Zona_50
2444,Sensor_2444,Zona_28
2445,Sensor_2445,Zona_37
2446,Sensor_2446,Zona_17
2447,Sensor_2447,Zona_13
2448,Sensor_2448,Zona_50
2449,Sensor_2449,Zona_34
2450,Sensor_2450,Zona_5
2451,Sensor_2451,Zona_8
2452,Sensor_2452,Zona_30
2453,Sensor_2453,Zona_34
2454,Sensor_2454,Zona_9
2455,Sensor_2455,Zona_26
2456,Sensor_2456,Zona_20
2457,Sensor_2457,Zona_35
2458,Sensor_2458,Zona_5
2459,Sensor_2459,Zona_11
2460,Sensor_2460,Zona_8
2461,Sensor_2461,Zona_47
2462,Sensor_2462,Zona_5
2463,Sensor_2463,Zona_24
2464,Sensor_2464,Zona_30
2465,Sensor_2465,Zona_44
2466,Sensor_2466,Zona_31
2467,Sensor_2467,Zona_48
2468,Sensor_2468,Zona_11
2469,Sensor_2469,Zona_7
2470,Sensor_2470,Zona_38
2471,Sensor_2471,Zona_10
2472,Sensor_2472,Zona_38
2473,Sensor_2473,Zona_7
2474,Sensor_2474,Zona_28
2475,Sensor_2475,Zona_27
2476,Sensor_2476,Zona_1
2477,Sensor_2477,Zona_42
2478,Sensor_2478,Zona_44
2479,Sensor_2479,Zona_14
2480,Sensor_2480,Zona_6
2481,Sensor_2481,Zona_18
2482,Sensor_2482,Zona_22
2483,Sensor_2483,Zona_11
2484,Sensor_2484,Zona_47
2485,Sensor_2485,Zona_45
2486,Sensor_2486,Zona_33
2487,Sensor_2487,Zona_17
2488,Sensor_2488,Zona_39
2489,Sensor_2489,Zona_47
2490,Sensor_2490,Zona_2
2491,Sensor_2491,Zona_11
2492,Sensor_2492,Zona_44
2493,Sensor_2493,Zona_46
2494,Sensor_2494,Zona_24
2495,Sensor_2495,Zona_5
2496,Sensor_2496,Zona_40
2497,Sensor_2497,Zona_48
2498,Sensor_2498,Zona_9
2499,Sensor_2499,Zona_6
2500,Sensor_2500,Zona_45
2501,Sensor_2501,Zona_31
2502,Sensor_2502,Zona_3
2503,Sensor_2503,Zona_41
2504,Sensor_2504,Zona_47
2505,Sensor_2505,Zona_2
2506,Sensor_2506,Zona_11
2507,Sensor_2507,Zona_41
2508,Sensor_2508,Zona_23
2509,Sensor_2509,Zona_46
2510,Sensor_2510,Zona_41
2511,Sensor_2511,Zona_25
2512,Sensor_2512,Zona_4
2513,Sensor_2513,Zona_42
2514,Sensor_2514,Zona_31
2515,Sensor_2515,Zona_6
2516,Sensor_2516,Zona_35
2517,Sensor_2517,Zona_8
2518,Sensor_2518,Zona_9
2519,Sensor_2519,Zona_26
2520,Sensor_2520,Zona_20
2521,Sensor_2521,Zona_26
2522,Sensor_2522,Zona_21
2523,Sensor_2523,Zona_4
2524,Sensor_2524,Zona_12
2525,Sensor_2525,Zona_5
2526,Sensor_2526,Zona_47
2527,Sensor_2527,Zona_29
2528,Sensor_2528,Zona_16
2529,Sensor_2529,Zona_14
2530,Sensor_2530,Zona_11
2531,Sensor_2531,Zona_36
2532,Sensor_2532,Zona_5
2533,Sensor_2533,Zona_30
2534,Sensor_2534,Zona_42
2535,Sensor_2535,Zona_39
2536,Sensor_2536,Zona_2
2537,Sensor_2537,Zona_7
2538,Sensor_2538,Zona_22
2539,Sensor_2539,Zona_6
2540,Sensor_2540,Zona_27
2541,Sensor_2541,Zona_19
2542,Sensor_2542,Zona_44
2543,Sensor_2543,Zona_17
2544,Sensor_2544,Zona_18
2545,Sensor_2545,Zona_14
2546,Sensor_2546,Zona_17
2547,Sensor_2547,Zona_34
2548,Sensor_2548,Zona_38
2549,Sensor_2549,Zona_50
2550,Sensor_2550,Zona_30
2551,Sensor_2551,Zona_5
2552,Sensor_2552,Zona_43
2553,Sensor_2553,Zona_48
2554,Sensor_2554,Zona_14
2555,Sensor_2555,Zona_40
2556,Sensor_2556,Zona_16
2557,Sensor_2557,Zona_3
2558,Sensor_2558,Zona_31
2559,Sensor_2559,Zona_3
2560,Sensor_2560,Zona_30
2561,Sensor_2561,Zona_15
2562,Sensor_2562,Zona_21
2563,Sensor_2563,Zona_15
2564,Sensor_2564,Zona_25
2565,Sensor_2565,Zona_36
2566,Sensor_2566,Zona_27
2567,Sensor_2567,Zona_26
2568,Sensor_2568,Zona_43
2569,Sensor_2569,Zona_11
2570,Sensor_2570,Zona_21
2571,Sensor_2571,Zona_34
2572,Sensor_2572,Zona_12
2573,Sensor_2573,Zona_16
2574,Sensor_2574,Zona_49
2575,Sensor_2575,Zona_32
2576,Sensor_2576,Zona_7
2577,Sensor_2577,Zona_42
2578,Sensor_2578,Zona_50
2579,Sensor_2579,Zona_4
2580,Sensor_2580,Zona_45
2581,Sensor_2581,Zona_18
2582,Sensor_2582,Zona_1
2583,Sensor_2583,Zona_27
2584,Sensor_2584,Zona_37
2585,Sensor_2585,Zona_31
2586,Sensor_2586,Zona_35
2587,Sensor_2587,Zona_16
2588,Sensor_2588,Zona_17
2589,Sensor_2589,Zona_13
2590,Sensor_2590,Zona_5
2591,Sensor_2591,Zona_17
2592,Sensor_2592,Zona_45
2593,Sensor_2593,Zona_43
2594,Sensor_2594,Zona_17
2595,Sensor_2595,Zona_9
2596,Sensor_2596,Zona_36
2597,Sensor_2597,Zona_17
2598,Sensor_2598,Zona_50
2599,Sensor_2599,Zona_30
2600,Sensor_2600,Zona_39
2601,Sensor_2601,Zona_32
2602,Sensor_2602,Zona_16
2603,Sensor_2603,Zona_47
2604,Sensor_2604,Zona_3
2605,Sensor_2605,Zona_10
2606,Sensor_2606,Zona_13
2607,Sensor_2607,Zona_31
2608,Sensor_2608,Zona_46
2609,Sensor_2609,Zona_16
2610,Sensor_2610,Zona_38
2611,Sensor_2611,Zona_22
2612,Sensor_2612,Zona_36
2613,Sensor_2613,Zona_18
2614,Sensor_2614,Zona_10
2615,Sensor_2615,Zona_5
2616,Sensor_2616,Zona_8
2617,Sensor_2617,Zona_23
2618,Sensor_2618,Zona_11
2619,Sensor_2619,Zona_47
2620,Sensor_2620,Zona_32
2621,Sensor_2621,Zona_18
2622,Sensor_2622,Zona_29
2623,Sensor_2623,Zona_31
2624,Sensor_2624,Zona_43
2625,Sensor_2625,Zona_4
2626,Sensor_2626,Zona_16
2627,Sensor_2627,Zona_33
2628,Sensor_2628,Zona_21
2629,Sensor_2629,Zona_42
2630,Sensor_2630,Zona_25
2631,Sensor_2631,Zona_34
2632,Sensor_2632,Zona_14
2633,Sensor_2633,Zona_17
2634,Sensor_2634,Zona_38
2635,Sensor_2635,Zona_38
2636,Sensor_2636,Zona_14
2637,Sensor_2637,Zona_24
2638,Sensor_2638,Zona_26
2639,Sensor_2639,Zona_19
2640,Sensor_2640,Zona_35
2641,Sensor_2641,Zona_46
2642,Sensor_2642,Zona_33
2643,Sensor_2643,Zona_36
2644,Sensor_2644,Zona_16
2645,Sensor_2645,Zona_20
2646,Sensor_2646,Zona_30
2647,Sensor_2647,Zona_40
2648,Sensor_2648,Zona_46
2649,Sensor_2649,Zona_28
2650,Sensor_2650,Zona_8
2651,Sensor_2651,Zona_39
2652,Sensor_2652,Zona_11
2653,Sensor_2653,Zona_15
2654,Sensor_2654,Zona_26
2655,Sensor_2655,Zona_37
2656,Sensor_2656,Zona_48
2657,Sensor_2657,Zona_44
2658,Sensor_2658,Zona_6
2659,Sensor_2659,Zona_14
2660,Sensor_2660,Zona_50
2661,Sensor_2661,Zona_40
2662,Sensor_2662,Zona_15
2663,Sensor_2663,Zona_41
2664,Sensor_2664,Zona_38
2665,Sensor_2665,Zona_40
2666,Sensor_2666,Zona_22
2667,Sensor_2667,Zona_43
2668,Sensor_2668,Zona_34
2669,Sensor_2669,Zona_20
2670,Sensor_2670,Zona_14
2671,Sensor_2671,Zona_10
2672,Sensor_2672,Zona_14
2673,Sensor_2673,Zona_48
2674,Sensor_2674,Zona_32
2675,Sensor_2675,Zona_9
2676,Sensor_2676,Zona_27
2677,Sensor_2677,Zona_44
2678,Sensor_2678,Zona_44
2679,Sensor_2679,Zona_44
2680,Sensor_2680,Zona_4
2681,Sensor_2681,Zona_32
2682,Sensor_2682,Zona_10
2683,Sensor_2683,Zona_29
2684,Sensor_2684,Zona_22
2685,Sensor_2685,Zona_49
2686,Sensor_2686,Zona_20
2687,Sensor_2687,Zona_13
2688,Sensor_2688,Zona_14
2689,Sensor_2689,Zona_36
2690,Sensor_2690,Zona_16
2691,Sensor_2691,Zona_47
2692,Sensor_2692,Zona_37
2693,Sensor_2693,Zona_41
2694,Sensor_2694,Zona_27
2695,Sensor_2695,Zona_11
2696,Sensor_2696,Zona_35
2697,Sensor_2697,Zona_21
2698,Sensor_2698,Zona_8
2699,Sensor_2699,Zona_5
2700,Sensor_2700,Zona_32
2701,Sensor_2701,Zona_38
2702,Sensor_2702,Zona_28
2703,Sensor_2703,Zona_22
2704,Sensor_2704,Zona_15
2705,Sensor_2705,Zona_17
2706,Sensor_2706,Zona_15
2707,Sensor_2707,Zona_23
2708,Sensor_2708,Zona_27
2709,Sensor_2709,Zona_27
2710,Sensor_2710,Zona_14
2711,Sensor_2711,Zona_22
2712,Sensor_2712,Zona_8
2713,Sensor_2713,Zona_32
2714,Sensor_2714,Zona_25
2715,Sensor_2715,Zona_14
2716,Sensor_2716,Zona_34
2717,Sensor_2717,Zona_46
2718,Sensor_2718,Zona_39
2719,Sensor_2719,Zona_50
2720,Sensor_2720,Zona_1
2721,Sensor_2721,Zona_4
2722,Sensor_2722,Zona_38
2723,Sensor_2723,Zona_16
2724,Sensor_2724,Zona_4
2725,Sensor_2725,Zona_9
2726,Sensor_2726,Zona_30
2727,Sensor_2727,Zona_5
2728,Sensor_2728,Zona_50
2729,Sensor_2729,Zona_25
2730,Sensor_2730,Zona_45
2731,Sensor_2731,Zona_42
2732,Sensor_2732,Zona_1
2733,Sensor_2733,Zona_46
2734,Sensor_2734,Zona_10
2735,Sensor_2735,Zona_10
2736,Sensor_2736,Zona_24
2737,Sensor_2737,Zona_6
2738,Sensor_2738,Zona_5
2739,Sensor_2739,Zona_1
2740,Sensor_2740,Zona_40
2741,Sensor_2741,Zona_30
2742,Sensor_2742,Zona_44
2743,Sensor_2743,Zona_7
2744,Sensor_2744,Zona_48
2745,Sensor_2745,Zona_3
2746,Sensor_2746,Zona_49
2747,Sensor_2747,Zona_18
2748,Sensor_2748,Zona_46
2749,Sensor_2749,Zona_42
2750,Sensor_2750,Zona_47
2751,Sensor_2751,Zona_4
2752,Sensor_2752,Zona_5
2753,Sensor_2753,Zona_6
2754,Sensor_2754,Zona_45
2755,Sensor_2755,Zona_40
2756,Sensor_2756,Zona_8
2757,Sensor_2757,Zona_43
2758,Sensor_2758,Zona_20
2759,Sensor_2759,Zona_30
2760,Sensor_2760,Zona_46
2761,Sensor_2761,Zona_15
2762,Sensor_2762,Zona_32
2763,Sensor_2763,Zona_7
2764,Sensor_2764,Zona_37
2765,Sensor_2765,Zona_33
2766,Sensor_2766,Zona_1
2767,Sensor_2767,Zona_48
2768,Sensor_2768,Zona_33
2769,Sensor_2769,Zona_44
2770,Sensor_2770,Zona_15
2771,Sensor_2771,Zona_8
2772,Sensor_2772,Zona_7
2773,Sensor_2773,Zona_4
2774,Sensor_2774,Zona_19
2775,Sensor_2775,Zona_35
2776,Sensor_2776,Zona_12
2777,Sensor_2777,Zona_21
2778,Sensor_2778,Zona_17
2779,Sensor_2779,Zona_4
2780,Sensor_2780,Zona_33
2781,Sensor_2781,Zona_49
2782,Sensor_2782,Zona_1
2783,Sensor_2783,Zona_41
2784,Sensor_2784,Zona_11
2785,Sensor_2785,Zona_30
2786,Sensor_2786,Zona_46
2787,Sensor_2787,Zona_15
2788,Sensor_2788,Zona_15
2789,Sensor_2789,Zona_47
2790,Sensor_2790,Zona_10
2791,Sensor_2791,Zona_49
2792,Sensor_2792,Zona_4
2793,Sensor_2793,Zona_36
2794,Sensor_2794,Zona_23
2795,Sensor_2795,Zona_13
2796,Sensor_2796,Zona_41
2797,Sensor_2797,Zona_21
2798,Sensor_2798,Zona_16
2799,Sensor_2799,Zona_36
2800,Sensor_2800,Zona_5
2801,Sensor_2801,Zona_16
2802,Sensor_2802,Zona_26
2803,Sensor_2803,Zona_15
2804,Sensor_2804,Zona_31
2805,Sensor_2805,Zona_36
2806,Sensor_2806,Zona_35
2807,Sensor_2807,Zona_45
2808,Sensor_2808,Zona_17
2809,Sensor_2809,Zona_19
2810,Sensor_2810,Zona_25
2811,Sensor_2811,Zona_27
2812,Sensor_2812,Zona_23
2813,Sensor_2813,Zona_3
2814,Sensor_2814,Zona_50
2815,Sensor_2815,Zona_6
2816,Sensor_2816,Zona_24
2817,Sensor_2817,Zona_1
2818,Sensor_2818,Zona_9
2819,Sensor_2819,Zona_6
2820,Sensor_2820,Zona_15
2821,Sensor_2821,Zona_49
2822,Sensor_2822,Zona_50
2823,Sensor_2823,Zona_18
2824,Sensor_2824,Zona_16
2825,Sensor_2825,Zona_34
2826,Sensor_2826,Zona_37
2827,Sensor_2827,Zona_21
2828,Sensor_2828,Zona_34
2829,Sensor_2829,Zona_17
2830,Sensor_2830,Zona_30
2831,Sensor_2831,Zona_33
2832,Sensor_2832,Zona_7
2833,Sensor_2833,Zona_1
2834,Sensor_2834,Zona_26
2835,Sensor_2835,Zona_29
2836,Sensor_2836,Zona_40
2837,Sensor_2837,Zona_15
2838,Sensor_2838,Zona_32
2839,Sensor_2839,Zona_7
2840,Sensor_2840,Zona_29
2841,Sensor_2841,Zona_13
2842,Sensor_2842,Zona_23
2843,Sensor_2843,Zona_24
2844,Sensor_2844,Zona_44
2845,Sensor_2845,Zona_11
2846,Sensor_2846,Zona_13
2847,Sensor_2847,Zona_11
2848,Sensor_2848,Zona_37
2849,Sensor_2849,Zona_33
2850,Sensor_2850,Zona_50
2851,Sensor_2851,Zona_14
2852,Sensor_2852,Zona_49
2853,Sensor_2853,Zona_41
2854,Sensor_2854,Zona_47
2855,Sensor_2855,Zona_13
2856,Sensor_2856,Zona_13
2857,Sensor_2857,Zona_45
2858,Sensor_2858,Zona_12
2859,Sensor_2859,Zona_43
2860,Sensor_2860,Zona_1
2861,Sensor_2861,Zona_23
2862,Sensor_2862,Zona_17
2863,Sensor_2863,Zona_11
2864,Sensor_2864,Zona_42
2865,Sensor_2865,Zona_36
2866,Sensor_2866,Zona_38
2867,Sensor_2867,Zona_18
2868,Sensor_2868,Zona_20
2869,Sensor_2869,Zona_7
2870,Sensor_2870,Zona_31
2871,Sensor_2871,Zona_14
2872,Sensor_2872,Zona_24
2873,Sensor_2873,Zona_38
2874,Sensor_2874,Zona_47
2875,Sensor_2875,Zona_16
2876,Sensor_2876,Zona_10
2877,Sensor_2877,Zona_25
2878,Sensor_2878,Zona_35
2879,Sensor_2879,Zona_18
2880,Sensor_2880,Zona_50
2881,Sensor_2881,Zona_42
2882,Sensor_2882,Zona_33
2883,Sensor_2883,Zona_35
2884,Sensor_2884,Zona_21
2885,Sensor_2885,Zona_12
2886,Sensor_2886,Zona_32
2887,Sensor_2887,Zona_5
2888,Sensor_2888,Zona_32
2889,Sensor_2889,Zona_48
2890,Sensor_2890,Zona_35
2891,Sensor_2891,Zona_21
2892,Sensor_2892,Zona_30
2893,Sensor_2893,Zona_30
2894,Sensor_2894,Zona_7
2895,Sensor_2895,Zona_14
2896,Sensor_2896,Zona_27
2897,Sensor_2897,Zona_25
2898,Sensor_2898,Zona_13
2899,Sensor_2899,Zona_39
2900,Sensor_2900,Zona_1
2901,Sensor_2901,Zona_40
2902,Sensor_2902,Zona_12
2903,Sensor_2903,Zona_49
2904,Sensor_2904,Zona_4
2905,Sensor_2905,Zona_42
2906,Sensor_2906,Zona_29
2907,Sensor_2907,Zona_31
2908,Sensor_2908,Zona_35
2909,Sensor_2909,Zona_23
2910,Sensor_2910,Zona_4
2911,Sensor_2911,Zona_25
2912,Sensor_2912,Zona_5
2913,Sensor_2913,Zona_24
2914,Sensor_2914,Zona_41
2915,Sensor_2915,Zona_8
2916,Sensor_2916,Zona_35
2917,Sensor_2917,Zona_40
2918,Sensor_2918,Zona_37
2919,Sensor_2919,Zona_10
2920,Sensor_2920,Zona_7
2921,Sensor_2921,Zona_14
2922,Sensor_2922,Zona_36
2923,Sensor_2923,Zona_12
2924,Sensor_2924,Zona_17
2925,Sensor_2925,Zona_15
2926,Sensor_2926,Zona_12
2927,Sensor_2927,Zona_31
2928,Sensor_2928,Zona_2
2929,Sensor_2929,Zona_18
2930,Sensor_2930,Zona_43
2931,Sensor_2931,Zona_24
2932,Sensor_2932,Zona_3
2933,Sensor_2933,Zona_20
2934,Sensor_2934,Zona_10
2935,Sensor_2935,Zona_23
2936,Sensor_2936,Zona_23
2937,Sensor_2937,Zona_2
2938,Sensor_2938,Zona_15
2939,Sensor_2939,Zona_11
2940,Sensor_2940,Zona_46
2941,Sensor_2941,Zona_36
2942,Sensor_2942,Zona_18
2943,Sensor_2943,Zona_41
2944,Sensor_2944,Zona_1
2945,Sensor_2945,Zona_39
2946,Sensor_2946,Zona_39
2947,Sensor_2947,Zona_21
2948,Sensor_2948,Zona_49
2949,Sensor_2949,Zona_11
2950,Sensor_2950,Zona_15
2951,Sensor_2951,Zona_17
2952,Sensor_2952,Zona_33
2953,Sensor_2953,Zona_7
2954,Sensor_2954,Zona_48
2955,Sensor_2955,Zona_9
2956,Sensor_2956,Zona_16
2957,Sensor_2957,Zona_28
2958,Sensor_2958,Zona_42
2959,Sensor_2959,Zona_35
2960,Sensor_2960,Zona_43
2961,Sensor_2961,Zona_10
2962,Sensor_2962,Zona_43
2963,Sensor_2963,Zona_17
2964,Sensor_2964,Zona_26
2965,Sensor_2965,Zona_48
2966,Sensor_2966,Zona_26
2967,Sensor_2967,Zona_4
2968,Sensor_2968,Zona_23
2969,Sensor_2969,Zona_33
2970,Sensor_2970,Zona_2
2971,Sensor_2971,Zona_20
2972,Sensor_2972,Zona_44
2973,Sensor_2973,Zona_26
2974,Sensor_2974,Zona_50
2975,Sensor_2975,Zona_49
2976,Sensor_2976,Zona_36
2977,Sensor_2977,Zona_49
2978,Sensor_2978,Zona_21
2979,Sensor_2979,Zona_17
2980,Sensor_2980,Zona_7
2981,Sensor_2981,Zona_5
2982,Sensor_2982,Zona_20
2983,Sensor_2983,Zona_8
2984,Sensor_2984,Zona_1
2985,Sensor_2985,Zona_37
2986,Sensor_2986,Zona_24
2987,Sensor_2987,Zona_20
2988,Sensor_2988,Zona_11
2989,Sensor_2989,Zona_29
2990,Sensor_2990,Zona_27
2991,Sensor_2991,Zona_39
2992,Sensor_2992,Zona_43
2993,Sensor_2993,Zona_21
2994,Sensor_2994,Zona_48
2995,Sensor_2995,Zona_39
2996,Sensor_2996,Zona_7
2997,Sensor_2997,Zona_42
2998,Sensor_2998,Zona_33
2999,Sensor_2999,Zona_38
3000,Sensor_3000,Zona_48
3001,Sensor_3001,Zona_36
3002,Sensor_3002,Zona_15
3003,Sensor_3003,Zona_19
3004,Sensor_3004,Zona_29
3005,Sensor_3005,Zona_8
3006,Sensor_3006,Zona_35
3007,Sensor_3007,Zona_25
3008,Sensor_3008,Zona_11
3009,Sensor_3009,Zona_21
3010,Sensor_3010,Zona_50
3011,Sensor_3011,Zona_32
3012,Sensor_3012,Zona_8
3013,Sensor_3013,Zona_17
3014,Sensor_3014,Zona_48
3015,Sensor_3015,Zona_2
3016,Sensor_3016,Zona_11
3017,Sensor_3017,Zona_11
3018,Sensor_3018,Zona_50
3019,Sensor_3019,Zona_7
3020,Sensor_3020,Zona_24
3021,Sensor_3021,Zona_11
3022,Sensor_3022,Zona_45
3023,Sensor_3023,Zona_43
3024,Sensor_3024,Zona_16
3025,Sensor_3025,Zona_50
3026,Sensor_3026,Zona_3
3027,Sensor_3027,Zona_44
3028,Sensor_3028,Zona_11
3029,Sensor_3029,Zona_6
3030,Sensor_3030,Zona_29
3031,Sensor_3031,Zona_20
3032,Sensor_3032,Zona_17
3033,Sensor_3033,Zona_18
3034,Sensor_3034,Zona_6
3035,Sensor_3035,Zona_23
3036,Sensor_3036,Zona_6
3037,Sensor_3037,Zona_2
3038,Sensor_3038,Zona_14
3039,Sensor_3039,Zona_5
3040,Sensor_3040,Zona_5
3041,Sensor_3041,Zona_47
3042,Sensor_3042,Zona_5
3043,Sensor_3043,Zona_40
3044,Sensor_3044,Zona_44
3045,Sensor_3045,Zona_14
3046,Sensor_3046,Zona_37
3047,Sensor_3047,Zona_12
3048,Sensor_3048,Zona_50
3049,Sensor_3049,Zona_4
3050,Sensor_3050,Zona_18
3051,Sensor_3051,Zona_39
3052,Sensor_3052,Zona_39
3053,Sensor_3053,Zona_32
3054,Sensor_3054,Zona_9
3055,Sensor_3055,Zona_26
3056,Sensor_3056,Zona_37
3057,Sensor_3057,Zona_38
3058,Sensor_3058,Zona_47
3059,Sensor_3059,Zona_26
3060,Sensor_3060,Zona_6
3061,Sensor_3061,Zona_44
3062,Sensor_3062,Zona_48
3063,Sensor_3063,Zona_25
3064,Sensor_3064,Zona_34
3065,Sensor_3065,Zona_6
3066,Sensor_3066,Zona_11
3067,Sensor_3067,Zona_33
3068,Sensor_3068,Zona_31
3069,Sensor_3069,Zona_23
3070,Sensor_3070,Zona_23
3071,Sensor_3071,Zona_20
3072,Sensor_3072,Zona_36
3073,Sensor_3073,Zona_28
3074,Sensor_3074,Zona_31
3075,Sensor_3075,Zona_21
3076,Sensor_3076,Zona_3
3077,Sensor_3077,Zona_13
3078,Sensor_3078,Zona_19
